Model,Previous_treatment,Drug,Concentration,Raw Data,Viability,Response
1141,CT,Carboplatin,0.03,249339,81.04770342,18.95229658
1141,CT,Carboplatin,0.01,302266,98.26588479,1.734115211
1141,CT,Olaparib,10,81011,26.28733473,73.71266527
1141,CT,Olaparib,3,219823,71.44557518,28.55442482
1141,CT,Olaparib,1,328656,106.8510645,0
1141,CT,Olaparib,0.3,239990,78.00629208,21.99370792
1141,CT,Olaparib,0.1,247877,80.57208641,19.42791359
1141,CT,Olaparib,0.03,276871,90.00439791,9.995602088
1141,CT,Olaparib,0.01,209221,67.9965386,32.0034614
1141,CT,AZD1775,10,15526,4.983791976,95.01620802
1141,CT,AZD1775,3,15460,4.962320894,95.03767911
1141,CT,AZD1775,1,23137,7.459798143,92.54020186
1141,CT,AZD1775,0.3,43639,14.12949706,85.87050294
1141,CT,AZD1775,0.1,178919,58.13870929,41.86129071
1141,CT,AZD1775,0.03,355590,115.613218,0
1141,CT,AZD1775,0.01,230387,74.88224962,25.11775038
1141,CT,AZD6738,10,11425,3.649657001,96.350343
1141,CT,AZD6738,3,8443,2.679554467,97.32044553
1141,CT,AZD6738,1,13215,4.231978778,95.76802122
1141,CT,AZD6738,0.3,29323,9.472224126,90.52777587
1141,CT,AZD6738,0.1,145816,47.36966026,52.63033974
1141,CT,AZD6738,0.03,226680,73.6762905,26.3237095
1141,CT,AZD6738,0.01,219707,71.40783812,28.59216188
1141,CT,AZD7648,10,39868,12.90271749,87.09728251
1141,CT,AZD7648,3,237670,77.25155101,22.74844899
1141,CT,AZD7648,1,264048,85.83282689,14.16717311
1141,CT,AZD7648,0.3,242398,78.78966127,21.21033873
1141,CT,AZD7648,0.1,332592,108.1315218,0
1141,CT,AZD7648,0.03,372955,121.2623898,0
1141,CT,AZD7648,0.01,256124,83.25499574,16.74500426
1141,CT,Epirubicin,10,1090,0.287480712,99.71251929
1141,CT,Epirubicin,3,1324,0.363605458,99.63639454
1141,CT,Epirubicin,1,1483,0.415331247,99.58466875
1141,CT,Epirubicin,0.3,7077,2.235168128,97.76483187
1141,CT,Epirubicin,0.1,14517,4.655544673,95.34445533
1141,CT,Epirubicin,0.03,35447,11.4644803,88.5355197
1141,CT,Epirubicin,0.01,69337,22.48955572,77.51044428
1141,CT,AZD7762,10,1397,0.387353777,99.61264622
1141,CT,AZD7762,3,10228,3.260249646,96.73975035
1141,CT,AZD7762,1,18325,5.894361055,94.10563894
1141,CT,AZD7762,0.3,24709,7.971200284,92.02879972
1141,CT,AZD7762,0.1,32644,10.55260995,89.44739005
1141,CT,AZD7762,0.03,128595,41.76733439,58.23266561
1141,CT,AZD7762,0.01,259801,84.45119527,15.54880473
1141,CT,JQ1,10,1009,0.261129838,99.73887016
1141,CT,JQ1,3,899,0.225344701,99.7746553
1141,CT,JQ1,1,1195,0.321639252,99.67836075
1141,CT,JQ1,0.3,3332,1.01684687,98.98315313
1141,CT,JQ1,0.1,30852,9.969637531,90.03036247
1141,CT,JQ1,0.03,185278,60.20741553,39.79258447
1141,CT,JQ1,0.01,277943,90.35314034,9.646859661
1141,CT,AZD0156,10,29522,9.536962692,90.46303731
1141,CT,AZD0156,3,32796,10.6020585,89.3979415
1141,CT,AZD0156,1,40521,13.11515108,86.88484892
1141,CT,AZD0156,0.3,32573,10.52951227,89.47048773
1141,CT,AZD0156,0.1,52948,17.15789561,82.84210439
1141,CT,AZD0156,0.03,160548,52.16226608,47.83773392
1141,CT,AZD0156,0.01,213084,69.25324755,30.74675245
1141,CT,AZD0156,10,18889,6.077841213,93.92215879
1141,CT,AZD0156,3,28244,9.121204463,90.87879554
1141,CT,AZD0156,1,29373,9.488490097,90.5115099
1141,CT,AZD0156,0.3,41498,13.43298816,86.56701184
1141,CT,AZD0156,0.1,67046,21.74424891,78.25575109
1141,CT,AZD0156,0.03,217490,70.68660495,29.31339505
1141,CT,AZD0156,0.01,222996,72.47781372,27.52218628
1141,CT,AZD6738,10,11802,3.772302426,96.22769757
1141,CT,AZD6738,3,13262,4.247268791,95.75273121
1141,CT,AZD6738,1,15367,4.932066187,95.06793381
1141,CT,AZD6738,0.3,24794,7.998852436,92.00114756
1141,CT,AZD6738,0.1,158433,51.47421549,48.52578451
1141,CT,AZD6738,0.03,311373,101.2285688,0
1141,CT,AZD6738,0.01,212874,69.18493047,30.81506953
1141,CT,AZD7648,10,46535,15.07162212,84.92837788
1141,CT,AZD7648,3,150319,48.83457365,51.16542635
1141,CT,AZD7648,1,185857,60.39577548,39.60422452
1141,CT,AZD7648,0.3,404315,131.4644071,0
1141,CT,AZD7648,0.1,221933,72.13199917,27.86800083
1141,CT,AZD7648,0.03,290654,94.48827559,5.511724411
1141,CT,AZD7648,0.01,263400,85.6220199,14.3779801
1141,CT,Epirubicin,10,613,0.132303345,99.86769666
1141,CT,Epirubicin,3,1614,0.457948092,99.54205191
1141,CT,Epirubicin,1,2467,0.735445565,99.26455444
1141,CT,Epirubicin,0.3,4602,1.430002544,98.56999746
1141,CT,Epirubicin,0.1,13475,4.316561829,95.68343817
1141,CT,Epirubicin,0.03,41067,13.29277549,86.70722451
1141,CT,Epirubicin,0.01,95159,30.88995399,69.11004601
1141,CT,AZD7762,10,2560,0.765700271,99.23429973
1141,CT,AZD7762,3,10345,3.298312019,96.70168798
1141,CT,AZD7762,1,10358,3.302541172,96.69745883
1141,CT,AZD7762,0.3,19678,6.334518242,93.66548176
1141,CT,AZD7762,0.1,53546,17.35243663,82.64756337
1141,CT,AZD7762,0.03,120637,39.17844238,60.82155762
1141,CT,AZD7762,0.01,195997,63.69451448,36.30548552
1141,CT,JQ1,10,901,0.22599534,99.77400466
1141,CT,JQ1,3,711,0.164184649,99.83581535
1141,CT,JQ1,1,883,0.220139591,99.77986041
1141,CT,JQ1,0.3,2926,0.884767182,99.11523282
1141,CT,JQ1,0.1,25789,8.322545267,91.67745473
1141,CT,JQ1,0.03,142812,46.3924007,53.6075993
1141,CT,JQ1,0.01,171065,55.5836505,44.4163495
1141,CT,JQ1,10,594,0.126122276,99.87387772
1141,CT,JQ1,3,787,0.188908925,99.81109107
1141,CT,JQ1,1,760,0.180125301,99.8198747
1141,CT,JQ1,0.3,1640,0.466406398,99.5335936
1141,CT,JQ1,0.1,19602,6.309793965,93.69020603
1141,CT,JQ1,0.03,109478,35.54820288,64.45179712
1141,CT,JQ1,0.01,228922,74.40565665,25.59434335
1141,CT,AZD0156,10,27879,9.002462871,90.99753713
1141,CT,AZD0156,3,37441,12.11316724,87.88683276
1141,CT,AZD0156,1,29576,9.554529941,90.44547006
1141,CT,AZD0156,0.3,36554,11.82460891,88.17539109
1141,CT,AZD0156,0.1,52389,16.97604205,83.02395795
1141,CT,AZD0156,0.03,158776,51.58580005,48.41419995
1141,CT,AZD0156,0.01,234239,76.13538005,23.86461995
1141,CT,AZD6738,10,9192,2.923218719,97.07678128
1141,CT,AZD6738,3,12771,4.087536952,95.91246305
1141,CT,AZD6738,1,10428,3.325313532,96.67468647
1141,CT,AZD6738,0.3,24192,7.80301014,92.19698986
1141,CT,AZD6738,0.1,139530,45.32470234,54.67529766
1141,CT,AZD6738,0.03,393519,127.9522586,0
1141,CT,AZD6738,0.01,227939,74.08586766,25.91413234
1141,CT,AZD7648,10,36353,11.75921971,88.24078029
1141,CT,AZD7648,3,157693,51.23347911,48.76652089
1141,CT,AZD7648,1,245886,79.92437543,20.07562457
1141,CT,AZD7648,0.3,249155,80.98784464,19.01215536
1141,CT,AZD7648,0.1,251160,81.6401101,18.3598899
1141,CT,AZD7648,0.03,239699,77.91162413,22.08837587
1141,CT,AZD7648,0.01,260401,84.64638693,15.35361307
1141,CT,Epirubicin,10,517,0.10107268,99.89892732
1141,CT,Epirubicin,3,351,0.047069655,99.95293035
1141,CT,Epirubicin,1,1528,0.429970622,99.57002938
1141,CT,Epirubicin,0.3,8130,2.577729486,97.42227051
1141,CT,Epirubicin,0.1,11422,3.648681043,96.35131896
1141,CT,Epirubicin,0.03,31923,10.31805464,89.68194536
1141,CT,Epirubicin,0.01,117580,38.18394089,61.81605911
1141,CT,AZD7762,10,1874,0.542531144,99.45746886
1141,CT,AZD7762,3,10610,3.384521668,96.61547833
1141,CT,AZD7762,1,11443,3.655512751,96.34448725
1141,CT,AZD7762,0.3,26275,8.480650509,91.51934949
1141,CT,AZD7762,0.1,28283,9.13389192,90.86610808
1141,CT,AZD7762,0.03,124467,40.42441579,59.57558421
1141,CT,AZD7762,0.01,201162,65.37478933,34.62521067
1141,CTO,Paclitaxel,10,13698,5.08271127,94.91728873
1141,CTO,Paclitaxel,3,12135,4.493961874,95.50603813
1141,CTO,Paclitaxel,1,16569,6.164156898,93.8358431
1141,CTO,Paclitaxel,0.3,29048,10.86473509,89.13526491
1141,CTO,Paclitaxel,0.1,58073,21.79784529,78.20215471
1141,CTO,Paclitaxel,0.03,149147,56.10351549,43.89648451
1141,CTO,Paclitaxel,0.01,138373,52.04517512,47.95482488
1141,CTO,Carboplatin,10,12745,4.72373611,95.27626389
1141,CTO,Carboplatin,3,61356,23.03448269,76.96551731
1141,CTO,Carboplatin,1,128203,48.21434891,51.78565109
1141,CTO,Carboplatin,0.3,279046,105.0337508,0
1141,CTO,Carboplatin,0.1,340986,128.3652528,0
1141,CTO,Carboplatin,0.03,313563,118.0355825,0
1141,CTO,Carboplatin,0.01,413644,155.7340012,0
1141,CTO,Olaparib,10,55147,20.69568231,79.30431769
1141,CTO,Olaparib,3,151504,56.99134807,43.00865193
1141,CTO,Olaparib,1,189342,71.24413097,28.75586903
1141,CTO,Olaparib,0.3,175854,66.16348358,33.83651642
1141,CTO,Olaparib,0.1,262679,98.86864439,1.131355606
1141,CTO,Olaparib,0.03,273287,102.864456,0
1141,CTO,Olaparib,0.01,252205,94.92330775,5.076692252
1141,CTO,AZD1775,10,12913,4.787018195,95.2129818
1141,CTO,AZD1775,3,15029,5.584071121,94.41592888
1141,CTO,AZD1775,1,16612,6.180354099,93.8196459
1141,CTO,AZD1775,0.3,49992,18.75390167,81.24609833
1141,CTO,AZD1775,0.1,149170,56.11217911,43.88782089
1141,CTO,AZD1775,0.03,262457,98.78502164,1.214978361
1141,CTO,AZD1775,0.01,205039,77.15686243,22.84313757
1141,CTO,BMN-673,10,33455,12.52475978,87.47524022
1141,CTO,BMN-673,3,44754,16.78085667,83.21914333
1141,CTO,BMN-673,1,48678,18.25894536,81.74105464
1141,CTO,BMN-673,0.3,54978,20.63202354,79.36797646
1141,CTO,BMN-673,0.1,68325,25.65955918,74.34044082
1141,CTO,BMN-673,0.03,81579,30.65206366,69.34793634
1141,CTO,BMN-673,0.01,236655,89.06594811,10.93405189
1141,CTO,AZD2014,10,4557,1.639487833,98.36051217
1141,CTO,AZD2014,3,6118,2.227483871,97.77251613
1141,CTO,AZD2014,1,13394,4.968200831,95.03179917
1141,CTO,AZD2014,0.3,48521,18.19980675,81.80019325
1141,CTO,AZD2014,0.1,200868,75.585734,24.414266
1141,CTO,AZD2014,0.03,267792,100.7946045,0
1141,CTO,AZD2014,0.01,209427,78.80973022,21.19026978
1141,CTO,AZD2014,10,3246,1.145661563,98.85433844
1141,CTO,AZD2014,3,4772,1.720473834,98.27952617
1141,CTO,AZD2014,1,16953,6.308801664,93.69119834
1141,CTO,AZD2014,0.3,65212,24.48695721,75.51304279
1141,CTO,AZD2014,0.1,211522,79.59887288,20.40112712
1141,CTO,AZD2014,0.03,185997,69.98413946,30.01586054
1141,CTO,AZD2014,0.01,245497,92.3965445,7.603455497
1141,CTO,Paclitaxel,10,9616,3.54510728,96.45489272
1141,CTO,Paclitaxel,3,12470,4.620149364,95.37985064
1141,CTO,Paclitaxel,1,18377,6.845192669,93.15480733
1141,CTO,Paclitaxel,0.3,40540,15.19353104,84.80646896
1141,CTO,Paclitaxel,0.1,64523,24.22742533,75.77257467
1141,CTO,Paclitaxel,0.03,192285,72.35269749,27.64730251
1141,CTO,Paclitaxel,0.01,248276,93.44333566,6.556664344
1141,CTO,Carboplatin,10,19549,7.286660546,92.71333945
1141,CTO,Carboplatin,3,73460,27.59380623,72.40619377
1141,CTO,Carboplatin,1,198257,74.60222493,25.39777507
1141,CTO,Carboplatin,0.3,258026,97.11595665,2.884043349
1141,CTO,Carboplatin,0.1,334937,126.0867211,0
1141,CTO,Carboplatin,0.03,228029,85.8167144,14.1832856
1141,CTO,Carboplatin,0.01,400225,150.6793446,0
1141,CTO,Olaparib,10,56984,21.38764177,78.61235823
1141,CTO,Olaparib,3,150289,56.533683,43.466317
1141,CTO,Olaparib,1,193536,72.82392301,27.17607699
1141,CTO,Olaparib,0.3,256534,96.55395147,3.446048531
1141,CTO,Olaparib,0.1,294944,111.0221948,0
1141,CTO,Olaparib,0.03,252742,95.12558441,4.874415588
1141,CTO,Olaparib,0.01,324510,122.1590884,0
1141,CTO,AZD1775,10,18020,6.710718238,93.28928176
1141,CTO,AZD1775,3,17148,6.382254084,93.61774592
1141,CTO,AZD1775,1,16152,6.007081724,93.99291828
1141,CTO,AZD1775,0.3,56367,21.15523078,78.84476922
1141,CTO,AZD1775,0.1,177678,66.85054622,33.14945378
1141,CTO,AZD1775,0.03,209639,78.88958618,21.11041382
1141,CTO,AZD1775,0.01,262965,98.97637461,1.02362539
1141,CTO,BMN-673,10,39584,14.83342584,85.16657416
1141,CTO,BMN-673,3,48070,18.02992448,81.97007552
1141,CTO,BMN-673,1,55103,20.67910843,79.32089157
1141,CTO,BMN-673,0.3,59534,22.34817342,77.65182658
1141,CTO,BMN-673,0.1,65821,24.71635477,75.28364523
1141,CTO,BMN-673,0.03,86740,32.59610437,67.40389563
1141,CTO,BMN-673,0.01,201813,75.94169573,24.05830427
1141,CTO,BMN-673,10,35073,13.13422653,86.86577347
1141,CTO,BMN-673,3,46796,17.55003534,82.44996466
1141,CTO,BMN-673,1,41293,15.47717038,84.52282962
1141,CTO,BMN-673,0.3,69652,26.15941231,73.84058769
1141,CTO,BMN-673,0.1,83056,31.20841865,68.79158135
1141,CTO,BMN-673,0.03,96939,36.43785427,63.56214573
1141,CTO,BMN-673,0.01,180645,67.96815304,32.03184696
1141,CTO,AZD2014,10,5190,1.877925688,98.12207431
1141,CTO,AZD2014,3,5775,2.098282948,97.90171705
1141,CTO,AZD2014,1,11889,4.401298821,95.59870118
1141,CTO,AZD2014,0.3,65682,24.66399638,75.33600362
1141,CTO,AZD2014,0.1,171018,64.34186357,35.65813643
1141,CTO,AZD2014,0.03,208380,78.41534722,21.58465278
1141,CTO,AZD2014,0.01,319344,120.2131643,0
1141,CTO,Paclitaxel,10,12675,4.697368575,95.30263143
1141,CTO,Paclitaxel,3,18338,6.830502185,93.16949782
1141,CTO,Paclitaxel,1,15328,5.696698165,94.30330184
1141,CTO,Paclitaxel,0.3,20227,7.54204896,92.45795104
1141,CTO,Paclitaxel,0.1,105011,39.47840777,60.52159223
1141,CTO,Paclitaxel,0.03,223179,83.98982088,16.01017912
1141,CTO,Paclitaxel,0.01,363967,137.0217147,0
1141,CTO,Carboplatin,10,17657,6.573983734,93.42601627
1141,CTO,Carboplatin,3,61522,23.09701142,76.90298858
1141,CTO,Carboplatin,1,130427,49.05208318,50.94791682
1141,CTO,Carboplatin,0.3,181467,68.27778324,31.72221676
1141,CTO,Carboplatin,0.1,258869,97.43349711,2.566502887
1141,CTO,Carboplatin,0.03,412670,155.3671157,-55.36711574
1141,CTO,Carboplatin,0.01,331477,124.7834115,0
1141,CTO,Olaparib,10,73810,27.72564391,72.27435609
1141,CTO,Olaparib,3,234827,88.37737876,11.62262124
1141,CTO,Olaparib,1,185622,69.8428848,30.1571152
1141,CTO,Olaparib,0.3,292314,110.0315288,0
1141,CTO,Olaparib,0.1,246063,92.60974486,7.39025514
1141,CTO,Olaparib,0.03,245158,92.2688503,7.731149704
1141,CTO,Olaparib,0.01,278068,104.6653587,0
1141,CTO,AZD1775,10,17004,6.328012297,93.6719877
1141,CTO,AZD1775,3,11764,4.354213936,95.64578606
1141,CTO,AZD1775,1,22395,8.358689198,91.6413108
1141,CTO,AZD1775,0.3,50002,18.75766846,81.24233154
1141,CTO,AZD1775,0.1,142878,53.74211436,46.25788564
1141,CTO,AZD1775,0.03,266927,100.4687771,0
1141,CTO,AZD1775,0.01,305095,114.8458641,0
1141,CTO,AZD6738,10,7640,2.800789425,97.19921057
1141,CTO,AZD6738,3,11007,4.069067875,95.93093212
1141,CTO,AZD6738,1,9641,3.554524257,96.44547574
1141,CTO,AZD6738,0.3,19065,7.104347873,92.89565213
1141,CTO,AZD6738,0.1,142310,53.52816065,46.47183935
1141,CTO,AZD6738,0.03,297975,112.1639091,0
1141,CTO,AZD6738,0.01,248666,93.5902405,6.409759504
1141,CTO,AZD7648,10,99639,37.45488778,62.54511222
1141,CTO,AZD7648,3,271447,102.1713665,0
1141,CTO,AZD7648,1,276616,104.1184207,0
1141,CTO,AZD7648,0.3,282693,106.4074994,0
1141,CTO,AZD7648,0.1,210039,79.04025781,20.95974219
1141,CTO,AZD7648,0.03,245262,92.30802492,7.69197508
1141,CTO,AZD7648,0.01,272040,102.3947372,0
1141,CTO,Epirubicin,10,1003,0.300770395,99.6992296
1141,CTO,Epirubicin,3,1011,0.303783828,99.69621617
1141,CTO,Epirubicin,1,1984,0.670292569,99.32970743
1141,CTO,Epirubicin,0.3,8636,3.175961785,96.82403821
1141,CTO,Epirubicin,0.1,10806,3.993355381,96.00664462
1141,CTO,Epirubicin,0.03,57794,21.69275182,78.30724818
1141,CTO,Epirubicin,0.01,116008,43.62074758,56.37925242
1141,CTO,AZD7762,10,1378,0.442025049,99.55797495
1141,CTO,AZD7762,3,4029,1.44060128,98.55939872
1141,CTO,AZD7762,1,9867,3.639653728,96.36034627
1141,CTO,AZD7762,0.3,18078,6.732565625,93.26743438
1141,CTO,AZD7762,0.1,39708,14.88013405,85.11986595
1141,CTO,AZD7762,0.03,169021,63.58963546,36.41036454
1141,CTO,AZD7762,0.01,198624,74.74046615,25.25953385
1141,CTO,JQ1,10,1080,0.329774684,99.67022532
1141,CTO,JQ1,3,813,0.229201371,99.77079863
1141,CTO,JQ1,1,1067,0.324877856,99.67512214
1141,CTO,JQ1,0.3,3762,1.340027967,98.65997203
1141,CTO,JQ1,0.1,34195,12.8035023,87.1964977
1141,CTO,JQ1,0.03,193368,72.76064093,27.23935907
1141,CTO,JQ1,0.01,281951,106.1280036,0
1141,CTO,AZD0156,10,17372,6.466630197,93.5333698
1141,CTO,AZD0156,3,37100,13.89775502,86.10224498
1141,CTO,AZD0156,1,31441,11.76612812,88.23387188
1141,CTO,AZD0156,0.3,40131,15.0394693,84.9605307
1141,CTO,AZD0156,0.1,63478,23.83379569,76.16620431
1141,CTO,AZD0156,0.03,165008,62.07802232,37.92197768
1141,CTO,AZD0156,0.01,345631,130.1149271,0
1141,CTO,AZD0156,10,20149,7.512667992,92.48733201
1141,CTO,AZD0156,3,25478,9.51999079,90.48000921
1141,CTO,AZD0156,1,46974,17.61708422,82.38291578
1141,CTO,AZD0156,0.3,38691,14.49705143,85.50294857
1141,CTO,AZD0156,0.1,59072,22.17414768,77.82585232
1141,CTO,AZD0156,0.03,230442,86.72564101,13.27435899
1141,CTO,AZD0156,0.01,308607,116.168761,0
1141,CTO,AZD6738,10,11780,4.360240802,95.6397592
1141,CTO,AZD6738,3,10501,3.878468263,96.12153174
1141,CTO,AZD6738,1,7960,2.92132673,97.07867327
1141,CTO,AZD6738,0.3,26184,9.785926218,90.21407378
1141,CTO,AZD6738,0.1,151347,56.93220946,43.06779054
1141,CTO,AZD6738,0.03,203673,76.64231881,23.35768119
1141,CTO,AZD6738,0.01,227493,85.61481441,14.38518559
1141,CTO,AZD7648,10,64048,24.04850277,75.95149723
1141,CTO,AZD7648,3,262432,98.77560466,1.224395338
1141,CTO,AZD7648,1,260935,98.21171608,1.788283915
1141,CTO,AZD7648,0.3,244311,91.94980312,8.050196882
1141,CTO,AZD7648,0.1,249957,94.07653318,5.923466816
1141,CTO,AZD7648,0.03,253980,95.59191311,4.408086892
1141,CTO,AZD7648,0.01,231901,87.27521578,12.72478422
1141,CTO,Epirubicin,10,738,0.20095044,99.79904956
1141,CTO,Epirubicin,3,633,0.161399137,99.83860086
1141,CTO,Epirubicin,1,1082,0.330528042,99.66947196
1141,CTO,Epirubicin,0.3,2709,0.943384899,99.0566151
1141,CTO,Epirubicin,0.1,18270,6.804888007,93.19511199
1141,CTO,Epirubicin,0.03,49510,18.57234235,81.42765765
1141,CTO,Epirubicin,0.01,89744,33.72764831,66.27235169
1141,CTO,AZD7762,10,1448,0.468392584,99.53160742
1141,CTO,AZD7762,3,4798,1.73026749,98.26973251
1141,CTO,AZD7762,1,8728,3.21061626,96.78938374
1141,CTO,AZD7762,0.3,20649,7.70100753,92.29899247
1141,CTO,AZD7762,0.1,57935,21.74586357,78.25413643
1141,CTO,AZD7762,0.03,144392,54.31240648,45.68759352
1141,CTO,AZD7762,0.01,173644,65.33102283,34.66897717
1141,CTO,JQ1,10,960,0.284573195,99.71542681
1141,CTO,JQ1,3,831,0.235981594,99.76401841
1141,CTO,JQ1,1,1038,0.313954163,99.68604584
1141,CTO,JQ1,0.3,2992,1.049985078,98.95001492
1141,CTO,JQ1,0.1,46585,17.47055606,82.52944394
1141,CTO,JQ1,0.03,109891,41.31660167,58.68339833
1141,CTO,JQ1,0.01,190142,71.54547423,28.45452577
1141,CTO,JQ1,10,602,0.149722085,99.85027791
1141,CTO,JQ1,3,844,0.240878422,99.75912158
1141,CTO,JQ1,1,1079,0.329398005,99.670602
1141,CTO,JQ1,0.3,2522,0.872945912,99.12705409
1141,CTO,JQ1,0.1,27555,10.30235323,89.69764677
1141,CTO,JQ1,0.03,188276,70.84259107,29.15740893
1141,CTO,JQ1,0.01,284252,106.9947421,0
1141,CTO,AZD0156,10,21671,8.085973546,91.91402645
1141,CTO,AZD0156,3,20319,7.576703435,92.42329657
1141,CTO,AZD0156,1,30682,11.4802287,88.5197713
1141,CTO,AZD0156,0.3,43166,16.18269029,83.81730971
1141,CTO,AZD0156,0.1,58227,21.85585386,78.14414614
1141,CTO,AZD0156,0.03,166805,62.75491462,37.24508538
1141,CTO,AZD0156,0.01,308421,116.0986987,0
1141,CTO,AZD6738,10,10813,3.995992135,96.00400787
1141,CTO,AZD6738,3,8314,3.054671123,96.94532888
1141,CTO,AZD6738,1,12191,4.515055902,95.4849441
1141,CTO,AZD6738,0.3,27281,10.19914316,89.80085684
1141,CTO,AZD6738,0.1,192947,72.60205904,27.39794096
1141,CTO,AZD6738,0.03,195690,73.63528974,26.36471026
1141,CTO,AZD6738,0.01,276306,104.0016502,0
1141,CTO,AZD7648,10,41194,15.43987916,84.56012084
1141,CTO,AZD7648,3,356084,134.0523535,0
1141,CTO,AZD7648,1,346469,130.4305842,0
1141,CTO,AZD7648,0.3,168990,63.5779584,36.4220416
1141,CTO,AZD7648,0.1,261364,98.37331141,1.626688591
1141,CTO,AZD7648,0.03,333339,125.4847879,0
1141,CTO,AZD7648,0.01,219483,82.59761501,17.40238499
1141,CTO,Epirubicin,10,573,0.138798392,99.86120161
1141,CTO,Epirubicin,3,954,0.28231312,99.71768688
1141,CTO,Epirubicin,1,1912,0.643171675,99.35682832
1141,CTO,Epirubicin,0.3,12214,4.523719521,95.47628048
1141,CTO,Epirubicin,0.1,15454,5.744159728,94.25584027
1141,CTO,Epirubicin,0.03,47581,17.84572842,82.15427158
1141,CTO,Epirubicin,0.01,91820,34.50963408,65.49036592
1141,CTO,AZD7762,10,1930,0.649951899,99.3500481
1141,CTO,AZD7762,3,5662,2.055718212,97.94428179
1141,CTO,AZD7762,1,10426,3.850217332,96.14978267
1141,CTO,AZD7762,0.3,15556,5.782580994,94.21741901
1141,CTO,AZD7762,0.1,33911,12.69652544,87.30347456
1141,CTO,AZD7762,0.03,156885,59.01825818,40.98174182
1141,CTO,AZD7762,0.01,192954,72.60469579,27.39530421
1141,Olaparib,Paclitaxel,10,31038,7.601739881,92.39826012
1141,Olaparib,Paclitaxel,3,34095,8.357396491,91.64260351
1141,Olaparib,Paclitaxel,1,49530,12.17275788,87.82724212
1141,Olaparib,Paclitaxel,0.3,75147,18.50499713,81.49500287
1141,Olaparib,Paclitaxel,0.1,150781,37.20088593,62.79911407
1141,Olaparib,Paclitaxel,0.03,385637,95.25469319,4.745306809
1141,Olaparib,Paclitaxel,0.01,374804,92.57689533,7.423104668
1141,Olaparib,Carboplatin,10,44711,10.98155435,89.01844565
1141,Olaparib,Carboplatin,3,127554,31.45942826,68.54057174
1141,Olaparib,Carboplatin,1,215532,53.20661741,46.79338259
1141,Olaparib,Carboplatin,0.3,377153,93.15754217,6.842457833
1141,Olaparib,Carboplatin,0.1,544546,134.5352415,0
1141,Olaparib,Carboplatin,0.03,441536,109.0723081,0
1141,Olaparib,Carboplatin,0.01,499885,123.495536,0
1141,Olaparib,Olaparib,10,169220,41.75880291,58.24119709
1141,Olaparib,Olaparib,3,288798,71.31716278,28.68283722
1141,Olaparib,Olaparib,1,422746,104.4276278,0
1141,Olaparib,Olaparib,0.3,395967,97.80815501,2.191844989
