Model,Previous_treatment,Drug,Concentration,Raw Data,Viability,Response
1040,Olap+AZD1775,Epirubicin,3,1415,1.179460884,98.82053912
1040,Olap+AZD1775,Epirubicin,1,4514,3.936027029,96.06397297
1040,Olap+AZD1775,Epirubicin,0.3,20991,18.59234854,81.40765146
1040,Olap+AZD1775,Epirubicin,0.1,35138,31.17613081,68.82386919
1040,Olap+AZD1775,Epirubicin,0.03,67899,60.31709999,39.68290001
1040,Olap+AZD1775,Epirubicin,0.01,106936,95.04058259,4.959417406
1040,Olap+AZD1775,AZD7762,10,7697,6.767311327,93.23268867
1040,Olap+AZD1775,AZD7762,3,9206,8.109569576,91.89043042
1040,Olap+AZD1775,AZD7762,1,14001,12.37473081,87.62526919
1040,Olap+AZD1775,AZD7762,0.3,33795,29.98152987,70.01847013
1040,Olap+AZD1775,AZD7762,0.1,53625,47.62035099,52.37964901
1040,Olap+AZD1775,AZD7762,0.03,73848,65.60874632,34.39125368
1040,Olap+AZD1775,AZD7762,0.01,75054,66.68148552,33.31851448
1040,Olap+AZD1775,JQ1,10,917,0.736488977,99.26351102
1040,Olap+AZD1775,JQ1,3,1103,0.901936316,99.09806368
1040,Olap+AZD1775,JQ1,1,1774,1.498792038,98.50120796
1040,Olap+AZD1775,JQ1,0.3,8682,7.643470621,92.35652938
1040,Olap+AZD1775,JQ1,0.1,41452,36.79244531,63.20755469
1040,Olap+AZD1775,JQ1,0.03,85865,76.29788971,23.70211029
1040,Olap+AZD1775,JQ1,0.01,95125,84.53467658,15.46532342
1040,Olap+AZD1775,AZD8055,10,3923,3.410331452,96.58966855
1040,Olap+AZD1775,AZD8055,3,5340,4.670755534,95.32924447
1040,Olap+AZD1775,AZD8055,1,6585,5.778185301,94.2218147
1040,Olap+AZD1775,AZD8055,0.3,16408,14.51576169,85.48423831
1040,Olap+AZD1775,AZD8055,0.1,48266,42.85351072,57.14648928
1040,Olap+AZD1775,AZD8055,0.03,79162,70.335559,29.664441
1040,Olap+AZD1775,AZD8055,0.01,115011,102.2233098,0
1040,Olap+AZD1775,AZD8055,10,4118,3.583784308,96.41621569
1040,Olap+AZD1775,AZD8055,3,4691,4.093468851,95.90653115
1040,Olap+AZD1775,AZD8055,1,6263,5.491765715,94.50823429
1040,Olap+AZD1775,AZD8055,0.3,10934,9.646628723,90.35337128
1040,Olap+AZD1775,AZD8055,0.1,36998,32.8306042,67.1693958
1040,Olap+AZD1775,AZD8055,0.03,70682,62.79258356,37.20741644
1040,Olap+AZD1775,AZD8055,0.01,105385,93.66096527,6.339034731
1040,Olap+AZD1775,AZD6738,10,23373,20.71114188,79.28885812
1040,Olap+AZD1775,AZD6738,3,29177,25.87381045,74.12618955
1040,Olap+AZD1775,AZD6738,1,27382,24.27715468,75.72284532
1040,Olap+AZD1775,AZD6738,0.3,38822,34.45305552,65.54694448
1040,Olap+AZD1775,AZD6738,0.1,85987,76.40640893,23.59359107
1040,Olap+AZD1775,AZD6738,0.03,100073,88.93593159,11.06406841
1040,Olap+AZD1775,AZD6738,0.01,127952,113.7343529,0
1040,Olap+AZD1775,AZD7648,10,38123,33.83129375,66.16870625
1040,Olap+AZD1775,AZD7648,3,90013,79.98754327,20.01245673
1040,Olap+AZD1775,AZD7648,1,72041,64.00141653,35.99858347
1040,Olap+AZD1775,AZD7648,0.3,105966,94.17776583,5.822234173
1040,Olap+AZD1775,AZD7648,0.1,133850,118.9806346,0
1040,Olap+AZD1775,AZD7648,0.03,103411,91.90508867,8.094911327
1040,Olap+AZD1775,AZD7648,0.01,100760,89.54701934,10.45298066
1040,Olap+AZD1775,Epirubicin,10,568,0.426052841,99.57394716
1040,Olap+AZD1775,Epirubicin,3,1496,1.251510532,98.74848947
1040,Olap+AZD1775,Epirubicin,1,3867,3.36051935,96.63948065
1040,Olap+AZD1775,Epirubicin,0.3,12110,10.69268287,89.30731713
1040,Olap+AZD1775,Epirubicin,0.1,24737,21.92442237,78.07557763
1040,Olap+AZD1775,Epirubicin,0.03,54848,48.70821171,51.29178829
1040,Olap+AZD1775,Epirubicin,0.01,79188,70.35868605,29.64131395
1040,Olap+AZD1775,AZD7762,10,7349,6.457764693,93.54223531
1040,Olap+AZD1775,AZD7762,3,11925,10.52812503,89.47187497
1040,Olap+AZD1775,AZD7762,1,11312,9.982860412,90.01713959
1040,Olap+AZD1775,AZD7762,0.3,34468,30.58016459,69.41983541
1040,Olap+AZD1775,AZD7762,0.1,54582,48.47160423,51.52839577
1040,Olap+AZD1775,AZD7762,0.03,88224,78.39622451,21.60377549
1040,Olap+AZD1775,AZD7762,0.01,102266,90.88660909,9.113390913
1040,Olap+AZD1775,JQ1,10,1020,0.828107665,99.17189234
1040,Olap+AZD1775,JQ1,3,802,0.634196267,99.36580373
1040,Olap+AZD1775,JQ1,1,1499,1.254179037,98.74582096
1040,Olap+AZD1775,JQ1,0.3,7428,6.528035337,93.47196466
1040,Olap+AZD1775,JQ1,0.1,42825,38.01373131,61.98626869
1040,Olap+AZD1775,JQ1,0.03,78111,69.40069259,30.59930741
1040,Olap+AZD1775,JQ1,0.01,201374,179.0433556,0
1040,Olap+AZD1775,JQ1,10,607,0.460743412,99.53925659
1040,Olap+AZD1775,JQ1,3,1038,0.844118697,99.1558813
1040,Olap+AZD1775,JQ1,1,1260,1.041588102,98.9584119
1040,Olap+AZD1775,JQ1,0.3,7508,6.599195483,93.40080452
1040,Olap+AZD1775,JQ1,0.1,34494,30.60329164,69.39670836
1040,Olap+AZD1775,JQ1,0.03,62860,55.83490031,44.16509969
1040,Olap+AZD1775,JQ1,0.01,140197,124.6263027,0
1040,Olap+AZD1775,AZD8055,10,4038,3.512624162,96.48737584
1040,Olap+AZD1775,AZD8055,3,5509,4.821081341,95.17891866
1040,Olap+AZD1775,AZD8055,1,5881,5.151976019,94.84802398
1040,Olap+AZD1775,AZD8055,0.3,22408,19.85277262,80.14722738
1040,Olap+AZD1775,AZD8055,0.1,41605,36.92853909,63.07146091
1040,Olap+AZD1775,AZD8055,0.03,98902,87.89432496,12.10567504
1040,Olap+AZD1775,AZD8055,0.01,131515,116.9036479,0
1040,Olap+AZD1775,AZD6738,10,21835,19.34308808,80.65691192
1040,Olap+AZD1775,AZD6738,3,22100,19.57880606,80.42119394
1040,Olap+AZD1775,AZD6738,1,26492,23.48549806,76.51450194
1040,Olap+AZD1775,AZD6738,0.3,43824,38.90234363,61.09765637
1040,Olap+AZD1775,AZD6738,0.1,71755,63.74701901,36.25298099
1040,Olap+AZD1775,AZD6738,0.03,83258,73.97895846,26.02104154
1040,Olap+AZD1775,AZD6738,0.01,110656,98.34952937,1.65047063
1040,Olap+AZD1775,AZD7648,10,37577,33.34562575,66.65437425
1040,Olap+AZD1775,AZD7648,3,67269,59.75671384,40.24328616
1040,Olap+AZD1775,AZD7648,1,78417,69.67288015,30.32711985
1040,Olap+AZD1775,AZD7648,0.3,91282,81.11632108,18.88367892
1040,Olap+AZD1775,AZD7648,0.1,97414,86.57074625,13.42925375
1040,Olap+AZD1775,AZD7648,0.03,85138,75.65122189,24.34877811
1040,Olap+AZD1775,AZD7648,0.01,116731,103.7532529,0
1040,Olap+AZD1775,Epirubicin,10,627,0.478533449,99.52146655
1040,Olap+AZD1775,Epirubicin,3,603,0.457185405,99.5428146
1040,Olap+AZD1775,Epirubicin,1,3152,2.724525548,97.27547445
1040,Olap+AZD1775,Epirubicin,0.3,15235,13.47237606,86.52762394
1040,Olap+AZD1775,Epirubicin,0.1,28503,25.27428623,74.72571377
1040,Olap+AZD1775,Epirubicin,0.03,58386,51.85526916,48.14473084
1040,Olap+AZD1775,Epirubicin,0.01,69885,62.0836506,37.9163494
1040,Olap+AZD1775,AZD7762,10,7694,6.764642821,93.23535718
1040,Olap+AZD1775,AZD7762,3,6264,5.492655217,94.50734478
1040,Olap+AZD1775,AZD7762,1,16791,14.85644089,85.14355911
1040,Olap+AZD1775,AZD7762,0.3,33430,29.6568617,70.3431383
1040,Olap+AZD1775,AZD7762,0.1,52109,46.27186622,53.72813378
1040,Olap+AZD1775,AZD7762,0.03,67541,59.99865833,40.00134167
1040,Olap+AZD1775,AZD7762,0.01,70006,62.19128032,37.80871968
1022,Untreated,Paclitaxel,10,7304,6.555522569,93.44447743
1022,Untreated,Paclitaxel,3,5421,4.843157274,95.15684273
1022,Untreated,Paclitaxel,1,7092,6.362733699,93.6372663
1022,Untreated,Paclitaxel,0.3,7286,6.539153703,93.4608463
1022,Untreated,Paclitaxel,0.1,14585,13.176729,86.823271
1022,Untreated,Paclitaxel,0.03,28722,26.03265475,73.96734525
1022,Untreated,Paclitaxel,0.01,79414,72.13101989,27.86898011
1022,Untreated,Carboplatin,10,2396,2.092278347,97.90772165
1022,Untreated,Carboplatin,3,14637,13.22401684,86.77598316
1022,Untreated,Carboplatin,1,40359,36.61512684,63.38487316
1022,Untreated,Carboplatin,0.3,74364,67.5386435,32.4613565
1022,Untreated,Carboplatin,0.1,79728,72.41656567,27.58343433
1022,Untreated,Carboplatin,0.03,64536,58.60124248,41.39875752
1022,Untreated,Carboplatin,0.01,23788,21.54576661,78.45423339
1022,Untreated,Olaparib,10,25082,22.72250623,77.27749377
1022,Untreated,Olaparib,3,37509,34.02338967,65.97661033
1022,Untreated,Olaparib,1,28655,25.97172619,74.02827381
1022,Untreated,Olaparib,0.3,26306,23.83558914,76.16441086
1022,Untreated,Olaparib,0.1,28368,25.71073371,74.28926629
1022,Untreated,Olaparib,0.03,40186,36.45780385,63.54219615
1022,Untreated,Olaparib,0.01,62771,56.9961842,43.0038158
1022,Untreated,AZD1775,10,746,0.591798933,99.40820107
1022,Untreated,AZD1775,3,3676,3.25628662,96.74371338
1022,Untreated,AZD1775,1,1992,1.724888236,98.27511176
1022,Untreated,AZD1775,0.3,8431,7.580395479,92.41960452
1022,Untreated,AZD1775,0.1,68813,62.490667,37.509333
1022,Untreated,AZD1775,0.03,114141,103.71111,0
1022,Untreated,AZD1775,0.01,182139,165.5472307,0
1022,Untreated,BMN-673,10,13714,12.38465775,87.61534225
1022,Untreated,BMN-673,3,18901,17.1016194,82.8983806
1022,Untreated,BMN-673,1,18154,16.42231145,83.57768855
1022,Untreated,BMN-673,0.3,14039,12.68020673,87.31979327
1022,Untreated,BMN-673,0.1,33067,29.98391721,70.01608279
1022,Untreated,BMN-673,0.03,35163,31.88998076,68.11001924
1022,Untreated,BMN-673,0.01,80317,72.95219135,27.04780865
1022,Untreated,AZD8055,10,1398,1.184715647,98.81528435
1022,Untreated,AZD8055,3,752,0.597255222,99.40274478
1022,Untreated,AZD8055,1,1517,1.292932041,98.70706796
1022,Untreated,AZD8055,0.3,5379,4.804963252,95.19503675
1022,Untreated,AZD8055,0.1,11321,10.20850791,89.79149209
1022,Untreated,AZD8055,0.03,36197,32.83028119,67.16971881
1022,Untreated,AZD8055,0.01,52427,47.58954234,52.41045766
1022,Untreated,AZD8055,10,654,0.508135838,99.49186416
1022,Untreated,AZD8055,3,1617,1.383870187,98.61612981
1022,Untreated,AZD8055,1,903,0.734571822,99.26542818
1022,Untreated,AZD8055,0.3,2013,1.743985247,98.25601475
1022,Untreated,AZD8055,0.1,3213,2.835243003,97.164757
1022,Untreated,AZD8055,0.03,17567,15.88850453,84.11149547
1022,Untreated,AZD8055,0.01,76193,69.2019022,30.7980978
1022,Untreated,Paclitaxel,10,6726,6.029900084,93.97009992
1022,Untreated,Paclitaxel,3,10554,9.511012325,90.48898767
1022,Untreated,Paclitaxel,1,8135,7.311218565,92.68878143
1022,Untreated,Paclitaxel,0.3,10259,9.242744794,90.75725521
1022,Untreated,Paclitaxel,0.1,12747,11.50528587,88.49471413
1022,Untreated,Paclitaxel,0.03,19523,17.66725467,82.33274533
1022,Untreated,Paclitaxel,0.01,74748,67.88784598,32.11215402
1022,Untreated,Carboplatin,10,5357,4.78495686,95.21504314
1022,Untreated,Carboplatin,3,17347,15.68844061,84.31155939
1022,Untreated,Carboplatin,1,43478,39.45148762,60.54851238
1022,Untreated,Carboplatin,0.3,98578,89.55840626,10.44159374
1022,Untreated,Carboplatin,0.1,233103,211.8929476,0
1022,Untreated,Carboplatin,0.03,119579,108.6563264,0
1022,Untreated,Carboplatin,0.01,146539,133.1732506,0
1022,Untreated,Olaparib,10,31769,28.80354007,71.19645993
1022,Untreated,Olaparib,3,120960,109.9121822,0
1022,Untreated,Olaparib,1,162653,147.8270235,0
1022,Untreated,Olaparib,0.3,179818,163.4365563,0
1022,Untreated,Olaparib,0.1,240197,218.3440997,0
1022,Untreated,Olaparib,0.03,189437,172.1838966,0
1022,Untreated,Olaparib,0.01,160227,145.6208641,0
1022,Untreated,AZD1775,10,1600,1.368410702,98.6315893
1022,Untreated,AZD1775,3,2667,2.338720724,97.66127928
1022,Untreated,AZD1775,1,5808,5.1950879,94.8049121
1022,Untreated,AZD1775,0.3,9725,8.757135092,91.24286491
1022,Untreated,AZD1775,0.1,71396,64.83959932,35.16040068
1022,Untreated,AZD1775,0.03,66294,60.19993509,39.80006491
1022,Untreated,AZD1775,0.01,162715,147.8834052,0
1022,Untreated,BMN-673,10,17948,16.23497887,83.76502113
1022,Untreated,BMN-673,3,18749,16.96339342,83.03660658
1022,Untreated,BMN-673,1,31592,28.64257955,71.35742045
1022,Untreated,BMN-673,0.3,20859,18.88218831,81.11781169
1022,Untreated,BMN-673,0.1,27731,25.13145772,74.86854228
1022,Untreated,BMN-673,0.03,79461,72.17376082,27.82623918
1022,Untreated,BMN-673,0.01,69426,63.04811784,36.95188216
1022,Untreated,BMN-673,10,15714,14.20342068,85.79657932
1022,Untreated,BMN-673,3,18003,16.28499485,83.71500515
1022,Untreated,BMN-673,1,22934,20.76915484,79.23084516
1022,Untreated,BMN-673,0.3,21678,19.62697172,80.37302828
1022,Untreated,BMN-673,0.1,28847,26.14632743,73.85367257
1022,Untreated,BMN-673,0.03,39520,35.85215579,64.14784421
1022,Untreated,BMN-673,0.01,50156,45.52433704,54.47566296
1022,Untreated,AZD8055,10,997,0.82005368,99.17994632
1022,Untreated,AZD8055,3,2500,2.186854019,97.81314598
1022,Untreated,AZD8055,1,1329,1.121968326,98.87803167
1022,Untreated,AZD8055,0.3,1878,1.621218749,98.37878125
1022,Untreated,AZD8055,0.1,4195,3.7282556,96.2717444
1022,Untreated,AZD8055,0.03,26987,24.45487791,75.54512209
1022,Untreated,AZD8055,0.01,46718,42.39788357,57.60211643
1022,Untreated,Paclitaxel,10,5583,4.990477071,95.00952293
1022,Untreated,Paclitaxel,3,7483,6.718301851,93.28169815
1022,Untreated,Paclitaxel,1,9648,8.68711272,91.31288728
1022,Untreated,Paclitaxel,0.3,7014,6.291801945,93.70819805
1022,Untreated,Paclitaxel,0.1,26305,23.83467975,76.16532025
1022,Untreated,Paclitaxel,0.03,39489,35.82396497,64.17603503
1022,Untreated,Paclitaxel,0.01,99404,90.30955534,9.690444655
1022,Untreated,Carboplatin,10,3729,3.304483838,96.69551616
1022,Untreated,Carboplatin,3,24834,22.49697962,77.50302038
1022,Untreated,Carboplatin,1,75863,68.90180632,31.09819368
1022,Untreated,Carboplatin,0.3,136017,123.6047389,0
1022,Untreated,Carboplatin,0.1,121606,110.4996426,0
1022,Untreated,Carboplatin,0.03,211852,192.5676821,0
1022,Untreated,Carboplatin,0.01,203609,185.0716507,0
1022,Untreated,Olaparib,10,27815,25.20784576,74.79215424
1022,Untreated,Olaparib,3,59863,54.3517029,45.6482971
1022,Untreated,Olaparib,1,114064,103.6410876,0
1022,Untreated,Olaparib,0.3,148240,134.7201085,0
1022,Untreated,Olaparib,0.1,151592,137.7683552,0
1022,Untreated,Olaparib,0.03,111397,101.2157672,0
1022,Untreated,Olaparib,0.01,303953,276.3226243,0
1022,Untreated,AZD1775,10,1451,1.232912864,98.76708714
1022,Untreated,AZD1775,3,3853,3.417247139,96.58275286
1022,Untreated,AZD1775,1,3365,2.973468985,97.02653101
1022,Untreated,AZD1775,0.3,7244,6.500959682,93.49904032
1022,Untreated,AZD1775,0.1,71039,64.51495014,35.48504986
1022,Untreated,AZD1775,0.03,72368,65.7235181,34.2764819
1022,Untreated,AZD1775,0.01,194944,177.1918604,0
1022,Untreated,AZD6738,10,4431,3.942869625,96.05713037
1022,Untreated,AZD6738,3,4643,4.135658495,95.8643415
1022,Untreated,AZD6738,1,2122,1.843107826,98.15689217
1022,Untreated,AZD6738,0.3,9449,8.506145808,91.49385419
1022,Untreated,AZD6738,0.1,59732,54.23257393,45.76742607
1022,Untreated,AZD6738,0.03,85349,77.52819888,22.47180112
1022,Untreated,AZD6738,0.01,121071,110.0131235,0
1022,Untreated,AZD7648,10,46889,42.5533878,57.4466122
1022,Untreated,AZD7648,3,91418,83.04723498,16.95276502
1022,Untreated,AZD7648,1,97411,88.49715809,11.50284191
1022,Untreated,AZD7648,0.3,49646,45.06055249,54.93944751
1022,Untreated,AZD7648,0.1,90515,82.22606352,17.77393648
1022,Untreated,AZD7648,0.03,139584,126.8485025,0
1022,Untreated,AZD7648,0.01,206576,187.7697855,0
1022,Untreated,Epirubicin,10,570,0.431747795,99.5682522
1022,Untreated,Epirubicin,3,474,0.344447175,99.65555283
1022,Untreated,Epirubicin,1,1672,1.433886168,98.56611383
1022,Untreated,Epirubicin,0.3,2709,2.376914745,97.62308525
1022,Untreated,Epirubicin,0.1,11668,10.52406328,89.47593672
1022,Untreated,Epirubicin,0.03,17139,15.49928926,84.50071074
1022,Untreated,Epirubicin,0.01,54316,49.30736392,50.69263608
1022,Untreated,AZD7762,10,289,0.176211604,99.8237884
1022,Untreated,AZD7762,3,281,0.168936552,99.83106345
1022,Untreated,AZD7762,1,990,0.81368801,99.18631199
1022,Untreated,AZD7762,0.3,1642,1.406604724,98.59339528
1022,Untreated,AZD7762,0.1,14576,13.16854457,86.83145543
1022,Untreated,AZD7762,0.03,48488,44.00748876,55.99251124
1022,Untreated,AZD7762,0.01,85236,77.42543877,22.57456123
1022,Untreated,JQ1,10,539,0.40355697,99.59644303
1022,Untreated,JQ1,3,631,0.487220064,99.51277994
1022,Untreated,JQ1,1,738,0.584523881,99.41547612
1022,Untreated,JQ1,0.3,2393,2.089550203,97.9104498
1022,Untreated,JQ1,0.1,12792,11.54620804,88.45379196
1022,Untreated,JQ1,0.03,132369,120.2873153,0
1022,Untreated,JQ1,0.01,242371,220.321095,0
1022,Untreated,AZD0156,10,5359,4.786775623,95.21322438
1022,Untreated,AZD0156,3,11142,10.04572863,89.95427137
1022,Untreated,AZD0156,1,8862,7.972338889,92.02766111
1022,Untreated,AZD0156,0.3,13398,12.09729321,87.90270679
1022,Untreated,AZD0156,0.1,20440,18.50115747,81.49884253
1022,Untreated,AZD0156,0.03,114631,104.1567069,0
1022,Untreated,AZD0156,0.01,370087,336.463658,0
1022,Untreated,AZD0156,10,5926,5.302394913,94.69760509
1022,Untreated,AZD0156,3,8947,8.049636314,91.95036369
1022,Untreated,AZD0156,1,11086,9.994803264,90.00519674
1022,Untreated,AZD0156,0.3,20008,18.10830468,81.89169532
1022,Untreated,AZD0156,0.1,21639,19.59150585,80.40849415
1022,Untreated,AZD0156,0.03,83311,75.67487945,24.32512055
1022,Untreated,AZD0156,0.01,233590,212.3358164,0
1022,Untreated,AZD6738,10,4438,3.949235295,96.0507647
1022,Untreated,AZD6738,3,3468,3.067135276,96.93286472
1022,Untreated,AZD6738,1,4001,3.551835596,96.4481644
1022,Untreated,AZD6738,0.3,18975,17.16891363,82.83108637
1022,Untreated,AZD6738,0.1,31928,28.94813172,71.05186828
1022,Untreated,AZD6738,0.03,122313,111.1425753,0
1022,Untreated,AZD6738,0.01,94228,85.60259689,14.39740311
1022,Untreated,AZD7648,10,9156,8.23969704,91.76030296
1022,Untreated,AZD7648,3,52195,47.37856584,52.62143416
1022,Untreated,AZD7648,1,81781,74.28352582,25.71647418
1022,Untreated,AZD7648,0.3,60815,55.21743406,44.78256594
1022,Untreated,AZD7648,0.1,155829,141.6214044,0
1022,Untreated,AZD7648,0.03,61508,55.84763541,44.15236459
1022,Untreated,AZD7648,0.01,98698,89.66753203,10.33246797
1022,Untreated,Epirubicin,10,359,0.239868306,99.76013169
1022,Untreated,Epirubicin,3,384,0.262602843,99.73739716
1022,Untreated,Epirubicin,1,1120,0.9319076,99.0680924
1022,Untreated,Epirubicin,0.3,4216,3.747352611,96.25264739
1022,Untreated,Epirubicin,0.1,5480,4.89681078,95.10318922
1022,Untreated,Epirubicin,0.03,22991,20.82098959,79.17901041
1022,Untreated,Epirubicin,0.01,48879,44.36305691,55.63694309
1022,Untreated,AZD7762,10,480,0.349903463,99.65009654
1022,Untreated,AZD7762,3,265,0.154386449,99.84561355
1022,Untreated,AZD7762,1,1588,1.357498125,98.64250188
1022,Untreated,AZD7762,0.3,1985,1.718522566,98.28147743
1022,Untreated,AZD7762,0.1,3706,3.283568064,96.71643194
1022,Untreated,AZD7762,0.03,64080,58.18656453,41.81343547
1022,Untreated,AZD7762,0.01,179107,162.7899861,0
1022,Untreated,JQ1,10,389,0.26714975,99.73285025
1022,Untreated,JQ1,3,413,0.288974905,99.71102509
1022,Untreated,JQ1,1,546,0.40992264,99.59007736
1022,Untreated,JQ1,0.3,1384,1.171984306,98.82801569
1022,Untreated,JQ1,0.1,11901,10.73594916,89.26405084
1022,Untreated,JQ1,0.03,96717,87.86604735,12.13395265
1022,Untreated,JQ1,0.01,96091,87.29677456,12.70322544
1022,Untreated,JQ1,10,447,0.319893875,99.68010612
1022,Untreated,JQ1,3,805,0.645452439,99.35454756
1022,Untreated,JQ1,1,575,0.436294702,99.5637053
1022,Untreated,JQ1,0.3,1861,1.605759264,98.39424074
1022,Untreated,JQ1,0.1,10723,9.664697793,90.33530221
1022,Untreated,JQ1,0.03,142278,129.2983762,0
1022,Untreated,JQ1,0.01,149468,135.8368289,0
1022,Untreated,AZD0156,10,8337,7.494913621,92.50508638
1022,Untreated,AZD0156,3,10269,9.251838608,90.74816139
1022,Untreated,AZD0156,1,15578,14.0797448,85.9202552
1022,Untreated,AZD0156,0.3,11133,10.03754419,89.96245581
1022,Untreated,AZD0156,0.1,15330,13.85421819,86.14578181
1022,Untreated,AZD0156,0.03,61176,55.54572076,44.45427924
1022,Untreated,AZD0156,0.01,136891,124.3995383,0
1022,Untreated,AZD6738,10,5480,4.89681078,95.10318922
1022,Untreated,AZD6738,3,4777,4.257515612,95.74248439
1022,Untreated,AZD6738,1,4638,4.131111588,95.86888841
1022,Untreated,AZD6738,0.3,8337,7.494913621,92.50508638
1022,Untreated,AZD6738,0.1,99184,90.10949142,9.890508577
1022,Untreated,AZD6738,0.03,98472,89.46201182,10.53798818
1022,Untreated,AZD6738,0.01,165654,150.5560773,0
1022,Untreated,AZD7648,10,50096,45.46977415,54.53022585
1022,Untreated,AZD7648,3,174211,158.3376545,0
1022,Untreated,AZD7648,1,196218,178.3504123,0
1022,Untreated,AZD7648,0.3,341250,310.2398247,0
1022,Untreated,AZD7648,0.1,302092,274.6302654,0
1022,Untreated,AZD7648,0.03,118992,108.1225194,0
1022,Untreated,AZD7648,0.01,130684,118.7550075,0
1022,Untreated,Epirubicin,10,273,0.161661501,99.8383385
1022,Untreated,Epirubicin,3,215,0.108917376,99.89108262
1022,Untreated,Epirubicin,1,494,0.362634804,99.6373652
1022,Untreated,Epirubicin,0.3,547,0.410832022,99.58916798
1022,Untreated,Epirubicin,0.1,5453,4.872257481,95.12774252
1022,Untreated,Epirubicin,0.03,18508,16.74423248,83.25576752
1022,Untreated,Epirubicin,0.01,48359,43.89017855,56.10982145
1022,Untreated,AZD7762,10,217,0.110736139,99.88926386
1022,Untreated,AZD7762,3,1251,1.051036572,98.94896343
1022,Untreated,AZD7762,1,649,0.503588931,99.49641107
1022,Untreated,AZD7762,0.3,3704,3.281749301,96.7182507
1022,Untreated,AZD7762,0.1,4835,4.310259736,95.68974026
1022,Untreated,AZD7762,0.03,12612,11.38251938,88.61748062
1022,Untreated,AZD7762,0.01,127440,115.8049741,0
1022,CT,Paclitaxel,10,31039,11.21492255,88.78507745
1022,CT,Paclitaxel,3,27859,10.05870904,89.94129096
1022,CT,Paclitaxel,1,21567,7.771006098,92.2289939
1022,CT,Paclitaxel,0.3,29501,10.65572243,89.34427757
1022,CT,Paclitaxel,0.1,75098,27.234297,72.765703
1022,CT,Paclitaxel,0.03,129754,47.1066257,52.8933743
1022,CT,Paclitaxel,0.01,227207,82.53947934,17.46052066
1022,CT,Carboplatin,10,30514,11.02403824,88.97596176
1022,CT,Carboplatin,3,78407,28.43741351,71.56258649
1022,CT,Carboplatin,1,123407,44.79892535,55.20107465
1022,CT,Carboplatin,0.3,208076,75.58365527,24.41634473
1022,CT,Carboplatin,0.1,296092,107.5853181,0
1022,CT,Carboplatin,0.03,372990,135.5445967,0
1022,CT,Carboplatin,0.01,263108,95.59269349,4.407306506
1022,CT,Olaparib,10,105259,38.20050942,61.79949058
1022,CT,Olaparib,3,167519,60.83757003,39.16242997
1022,CT,Olaparib,1,169740,61.64510154,38.35489846
1022,CT,Olaparib,0.3,218948,79.53659654,20.46340346
1022,CT,Olaparib,0.1,306842,111.4939015,0
1022,CT,Olaparib,0.03,257135,93.42097549,6.579024512
1022,CT,Olaparib,0.01,369968,134.4458303,0
1022,CT,AZD1775,10,1992,0.653748445,99.34625155
1022,CT,AZD1775,3,18175,6.537711694,93.46228831
1022,CT,AZD1775,1,20486,7.377966225,92.62203378
1022,CT,AZD1775,0.3,64293,23.30571621,76.69428379
1022,CT,AZD1775,0.1,202542,73.57155291,26.42844709
1022,CT,AZD1775,0.03,225812,82.03227248,17.96772752
1022,CT,AZD1775,0.01,258008,93.73838882,6.261611182
1022,CT,BMN-673,10,62237,22.55817692,77.44182308
1022,CT,BMN-673,3,74711,27.093588,72.906412
1022,CT,BMN-673,1,74474,27.00741737,72.99258263
1022,CT,BMN-673,0.3,91579,33.22660982,66.77339018
1022,CT,BMN-673,0.1,109932,39.89956153,60.10043847
1022,CT,BMN-673,0.03,124403,45.16106015,54.83893985
1022,CT,BMN-673,0.01,166329,60.40489894,39.59510106
1022,CT,AZD8055,10,3039,1.034426287,98.96557371
1022,CT,AZD8055,3,4430,1.540178798,98.4598212
1022,CT,AZD8055,1,4657,1.622713536,98.37728646
1022,CT,AZD8055,0.3,17720,6.37227863,93.62772137
1022,CT,AZD8055,0.1,84628,30.69930162,69.30069838
1022,CT,AZD8055,0.03,221473,80.45465915,19.54534085
1022,CT,AZD8055,0.01,250939,91.1681771,8.831822898
1022,CT,AZD8055,10,2736,0.924258774,99.07574123
1022,CT,AZD8055,3,3593,1.235854678,98.76414532
1022,CT,AZD8055,1,4421,1.536906496,98.4630935
1022,CT,AZD8055,0.3,10177,3.629725655,96.37027434
1022,CT,AZD8055,0.1,70877,25.69958719,74.30041281
1022,CT,AZD8055,0.03,367488,133.5441292,0
1022,CT,AZD8055,0.01,193380,70.24034909,29.75965091
1022,CT,Paclitaxel,10,23283,8.394925083,91.60507492
1022,CT,Paclitaxel,3,28639,10.34230858,89.65769142
1022,CT,Paclitaxel,1,28051,10.12851816,89.87148184
1022,CT,Paclitaxel,0.3,26057,9.403521391,90.59647861
1022,CT,Paclitaxel,0.1,71441,25.90465147,74.09534853
1022,CT,Paclitaxel,0.03,137787,50.02733736,49.97266264
1022,CT,Paclitaxel,0.01,304460,110.6278321,0
1022,CT,Carboplatin,10,21344,7.689925717,92.31007428
1022,CT,Carboplatin,3,63314,22.94976243,77.05023757
1022,CT,Carboplatin,1,127938,46.4463478,53.5536522
1022,CT,Carboplatin,0.3,261639,95.05858103,4.94141897
1022,CT,Carboplatin,0.1,309278,112.3796046,0
1022,CT,Carboplatin,0.03,274177,99.61726182,0.382738181
1022,CT,Carboplatin,0.01,342574,124.4856691,0
